visitnumber;visitid;visitstarttime;date;totals;trafficsource;device;geonetwork;customdimensions;fullvisitorid;clientid;channelgrouping;socialengagementtype;pageviews
1;1639879608;2021-12-19 02:06:48;2021-12-19;{'visits': '1', 'hits': '3', 'pageviews': '2', 'timeonsite': '54', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '11'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '95', 'browsersize': '1270x610', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '1280x720', 'devicecategory': 'desktop'};{'cityid': '1005917', 'latitude': '48', 'longitude': '4'};{'index': '33', 'value': 'web'};8.66530836199182e+18;2017549323.1639879598;direct;Not Socially Engaged;2
3;1639882711;2021-12-19 02:58:31;2021-12-19;{'visits': '1', 'hits': '3', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '2'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '84', 'browsersize': '360x520', 'operatingsystemversion': '7', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '360x640', 'devicecategory': 'mobile'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '22', 'value': '0'};8.859237667391745e+18;2062702008.1638214754;organic search;Not Socially Engaged;1
1;1639880672;2021-12-19 02:24:32;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '3'};{'source': 'clk', 'medium': 'referral', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '380x640', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '375x812', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '22', 'value': '0'};6.366803716720204e+18;1482387007.1639880672;metasearch;Not Socially Engaged;1
4;1639879453;2021-12-19 02:04:13;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '2', 'timeonsite': '8', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '9'};{'source': 'clk', 'medium': 'referral', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '390x660', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '390x844', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '33', 'value': '0'};9.945240615580097e+17;231555677.1639870351;metasearch;Not Socially Engaged;2
3;1639879686;2021-12-19 02:08:06;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '3'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '410x710', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '414x896', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '30', 'value': 'prod'};6.660885242783369e+18;1550858198.1639876341;organic search;Not Socially Engaged;1
1;1639882254;2021-12-19 02:50:54;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '3', 'timeonsite': '12', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '6'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '16', 'browsersize': '410x740', 'operatingsystemversion': '11', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-be', 'screencolors': '24-bit', 'screenresolution': '412x915', 'devicecategory': 'mobile'};{'cityid': '1001004', 'latitude': '50', 'longitude': '4'};{'index': '33', 'value': '0'};1.293725476400832e+18;301218935.1639882253;organic search;Not Socially Engaged;3
1;1639880535;2021-12-19 02:22:15;2021-12-19;{'visits': '1', 'hits': '4', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '5'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '94', 'browsersize': '1270x690', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '1280x800', 'devicecategory': 'desktop'};{'cityid': '1005969', 'latitude': '48', 'longitude': '2'};{'index': '31', 'value': 'web'};1.0886182566183955e+18;253463689.1639880535;direct;Not Socially Engaged;1
1;1639881367;2021-12-19 02:36:07;2021-12-19;{'visits': '1', 'hits': '5', 'pageviews': '2', 'timeonsite': '292', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '16'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '430x750', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '428x926', 'devicecategory': 'mobile'};{'cityid': '9172539', 'latitude': '0', 'longitude': '0'};{'index': '31', 'value': 'web'};4.4044911326463657e+18;1025500505.1639881367;direct;Not Socially Engaged;2
7;1639879796;2021-12-19 02:09:56;2021-12-19;{'visits': '1', 'hits': '5', 'pageviews': '3', 'timeonsite': '97', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '15'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '410x710', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '414x896', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '30', 'value': 'prod'};1.44521608110124e+18;336490590.1639495316;organic search;Not Socially Engaged;3
1;1639880662;2021-12-19 02:24:22;2021-12-19;{'visits': '1', 'hits': '6', 'pageviews': '2', 'timeonsite': '23', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '4'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '360x650', 'operatingsystemversion': '11', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '360x760', 'devicecategory': 'mobile'};{'cityid': '1006051', 'latitude': '48', 'longitude': '2'};{'index': '30', 'value': 'prod'};4.3114550242541957e+18;1003838848.1639880662;organic search;Not Socially Engaged;2
1;1639879442;2021-12-19 02:04:02;2021-12-19;{'visits': '1', 'hits': '6', 'pageviews': '4', 'timeonsite': '237', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '15'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '95', 'browsersize': '1910x970', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '1920x1080', 'devicecategory': 'desktop'};{'latitude': '0', 'longitude': '0'};{'index': '30', 'value': 'prod'};9.004425948753204e+18;2096506289.1639879442;direct;Not Socially Engaged;4
1;1639880515;2021-12-19 02:21:55;2021-12-19;{'visits': '1', 'hits': '7', 'pageviews': '3', 'timeonsite': '75', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '11'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '390x660', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '390x844', 'devicecategory': 'mobile'};{'cityid': '1005811', 'latitude': '44', 'longitude': '-0'};{'index': '31', 'value': 'web'};5.666861142828292e+18;1319418927.1639880515;direct;Not Socially Engaged;3
13;1639879621;2021-12-19 02:07:01;2021-12-19;{'visits': '1', 'hits': '7', 'pageviews': '5', 'timeonsite': '95', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '36'};{'campaign': 'al-slg', 'source': 'ali', 'medium': 'email', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '390x660', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '390x844', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '33', 'value': 'web'};1.9584974349838548e+18;455998218.1639576285;email;Not Socially Engaged;5
2;1639879889;2021-12-19 02:11:29;2021-12-19;{'visits': '1', 'hits': '7', 'pageviews': '3', 'timeonsite': '209', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '20'};{'campaign': 'agreg-conv_ancien_sl_b2c_mitula_x_x_france_x_x_x_x_', 'source': 'mitula', 'medium': 'cpc', 'keyword': 'x', 'adcontent': 'x_', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '360x560', 'operatingsystemversion': '10', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '360x740', 'devicecategory': 'mobile'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '22', 'value': '0'};2.215473454381962e+18;515830110.1639879528;metasearch;Not Socially Engaged;3
1;1639882357;2021-12-19 02:52:37;2021-12-19;{'visits': '1', 'hits': '7', 'pageviews': '4', 'timeonsite': '84', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '13'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '95', 'browsersize': '1350x660', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '1366x768', 'devicecategory': 'desktop'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '31', 'value': 'web'};6.155891316061282e+18;1433280137.1639882356;direct;Not Socially Engaged;4
2;1639882032;2021-12-19 02:47:12;2021-12-19;{'visits': '1', 'hits': '9', 'pageviews': '3', 'timeonsite': '46', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '7'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '410x790', 'operatingsystemversion': '11', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '412x883', 'devicecategory': 'mobile'};{'cityid': '9049553', 'latitude': '43', 'longitude': '1'};{'index': '31', 'value': 'web'};3.452223847203487e+18;803783500.1639071429;organic search;Not Socially Engaged;3
101;1639879442;2021-12-19 02:04:02;2021-12-19;{'visits': '1', 'hits': '12', 'pageviews': '5', 'timeonsite': '42', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '7'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '360x680', 'operatingsystemversion': '10', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '360x770', 'devicecategory': 'mobile'};{'cityid': '1006067', 'latitude': '48', 'longitude': '2'};{'index': '33', 'value': '1'};4.783582319310853e+18;1113764550.1616696525;organic search;Not Socially Engaged;5
1;1639879819;2021-12-19 02:10:19;2021-12-19;{'visits': '1', 'hits': '14', 'pageviews': '5', 'timeonsite': '560', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '16'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '380x550', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'en-gb', 'screencolors': '32-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'cityid': '1011969', 'latitude': '55', 'longitude': '37'};{'index': '33', 'value': '0'};4.958887912100763e+18;1154581064.1639879819;organic search;Not Socially Engaged;5
1;1639879915;2021-12-19 02:11:55;2021-12-19;{'visits': '1', 'hits': '14', 'pageviews': '4', 'timeonsite': '111', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '9'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '390x660', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '390x844', 'devicecategory': 'mobile'};{'cityid': '9250676', 'latitude': '0', 'longitude': '0'};{'index': '30', 'value': 'prod'};1.4220700341920453e+18;331101481.1639879915;organic search;Not Socially Engaged;4
19;1639880662;2021-12-19 02:24:22;2021-12-19;{'visits': '1', 'hits': '18', 'pageviews': '7', 'timeonsite': '938', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '27'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '380x640', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '375x812', 'devicecategory': 'mobile'};{'cityid': '1006359', 'latitude': '43', 'longitude': '7'};{'index': '30', 'value': 'prod'};8.227255838492615e+18;1915557272.1637638265;organic search;Not Socially Engaged;7
1;1639882146;2021-12-19 02:49:06;2021-12-19;{'visits': '1', 'hits': '20', 'pageviews': '9', 'timeonsite': '273', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '24'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '410x720', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '414x896', 'devicecategory': 'mobile'};{'cityid': '1005811', 'latitude': '44', 'longitude': '-0'};{'index': '30', 'value': 'prod'};8.977858797183606e+18;2090320642.1639882146;direct;Not Socially Engaged;9
15;1639880238;2021-12-19 02:17:18;2021-12-19;{'visits': '1', 'hits': '22', 'pageviews': '7', 'timeonsite': '511', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '36'};{'campaign': 'agreg-conv_ancien_sl_b2c_mitula_x_x_france_x_x_x_x_', 'source': 'mitula', 'medium': 'cpc', 'keyword': 'x', 'adcontent': 'x_', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '87', 'browsersize': '1440x730', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '1440x900', 'devicecategory': 'desktop'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '33', 'value': 'web'};1.0910669720826867e+18;254033825.1629899509;metasearch;Not Socially Engaged;7
1;1639881131;2021-12-19 02:32:11;2021-12-19;{'visits': '1', 'hits': '27', 'pageviews': '9', 'timeonsite': '458', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '15'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '16', 'browsersize': '410x690', 'operatingsystemversion': '11', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '412x869', 'devicecategory': 'mobile'};{'cityid': '1005989', 'latitude': '48', 'longitude': '2'};{'index': '33', 'value': 'web'};6.273505915970689e+18;1460664420.1639881131;organic search;Not Socially Engaged;9
