visitnumber;visitid;visitstarttime;date;totals;trafficsource;device;geonetwork;customdimensions;fullvisitorid;clientid;channelgrouping;socialengagementtype;pageviews
1;1639882548;2021-12-19 02:55:48;2021-12-19;{'visits': '1', 'hits': '1', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '11', 'browsersize': '380x670', 'operatingsystem': 'i', 'operatingsystemversion': '11', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '29', 'value': 'web'};5.660383988548542e+18;1317910847.1639882548;direct;Not Socially Engaged;1
1;1639880378;2021-12-19 02:19:38;2021-12-19;{'visits': '1', 'hits': '1', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '5'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '11', 'browsersize': '380x670', 'operatingsystem': 'i', 'operatingsystemversion': '11', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '31', 'value': 'web'};4.438286014095464e+18;1033368989.1639880378;direct;Not Socially Engaged;1
1;1639881373;2021-12-19 02:36:13;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '5'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '11', 'browsersize': '380x670', 'operatingsystem': 'i', 'operatingsystemversion': '11', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '33', 'value': 'web'};4.0392566142621844e+18;940462717.1639881373;direct;Not Socially Engaged;1
2;1639879893;2021-12-19 02:11:33;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '7'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '390x660', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '390x844', 'devicecategory': 'mobile'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '30', 'value': 'prod'};6.461934923044243e+18;1504536467.1639860396;direct;Not Socially Engaged;1
1;1639879868;2021-12-19 02:11:08;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '7'};{'campaign': '72507914_20211219', 'source': 'email_ali', 'keyword': 'unsubscribe_bottom', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '380x550', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'cityid': '1006161', 'latitude': '43', 'longitude': '3'};{'index': '22', 'value': '0'};8.370090632395265e+18;1948813589.1639879869;email;Not Socially Engaged;1
1;1639879704;2021-12-19 02:08:24;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '410x770', 'operatingsystemversion': '11', 'ismobile': 'true', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '412x915', 'devicecategory': 'mobile'};{'cityid': '1005811', 'latitude': '44', 'longitude': '-0'};{'index': '33', 'value': 'web'};3.6695623349818214e+18;854386560.1639879704;organic search;Not Socially Engaged;1
1;1639881198;2021-12-19 02:33:18;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '360x650', 'operatingsystemversion': '11', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '360x780', 'devicecategory': 'mobile'};{'cityid': '1005966', 'latitude': '48', 'longitude': '2'};{'index': '30', 'value': 'prod'};3.628319808442768e+18;844784036.1639881197;organic search;Not Socially Engaged;1
208;1639880527;2021-12-19 02:22:07;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'campaign': 'agreg-conv_ancien_li_b2c_trovit_price-bestcr_achat_france_x_x_x_x_', 'source': 'trovit', 'medium': 'cpc', 'keyword': 'x', 'adcontent': 'x_', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '16', 'browsersize': '1280x720', 'operatingsystemversion': '8', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '1280x800', 'devicecategory': 'tablet'};{'cityid': '9049824', 'latitude': '49', 'longitude': '2'};{'index': '30', 'value': 'prod'};9.020059084213813e+18;2100146162.1603895682;metasearch;Not Socially Engaged;1
4;1639879266;2021-12-19 02:01:06;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'campaign': 'agreg-conv_ancien_li_b2c_trovit_price-bestcr_achat_france_x_x_x_x_', 'source': 'trovit', 'medium': 'cpc', 'keyword': 'x', 'adcontent': 'x_', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '360x510', 'operatingsystemversion': '9', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '360x640', 'devicecategory': 'mobile'};{'cityid': '9050210', 'latitude': '43', 'longitude': '3'};{'index': '30', 'value': 'prod'};5.317326641130785e+18;1238036584.1599228006;metasearch;Not Socially Engaged;1
3;1639882423;2021-12-19 02:53:43;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '4'};{'campaign': '138665774_20211218', 'source': 'email_ali', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '410x700', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'en-gb', 'screencolors': '32-bit', 'screenresolution': '414x896', 'devicecategory': 'mobile'};{'cityid': '1006886', 'latitude': '51', 'longitude': '-0'};{'index': '29', 'value': 'luxr_search_result_on_new_page-variante'};1.3225611566814292e+18;307932765.1639575767;email;Not Socially Engaged;1
3;1639879915;2021-12-19 02:11:55;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '6'};{'campaign': 'dis-conv_neuf_lin_b2c_criteo_retargeting_x_france_x_x_display_iab_x', 'source': 'criteo', 'medium': 'cpc', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '95', 'browsersize': '380x650', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'cityid': '9168799', 'latitude': '0', 'longitude': '0'};{'index': '31', 'value': 'web'};1.2642149150236856e+18;294347972.1639762031;display_conversion;Not Socially Engaged;1
5;1639881468;2021-12-19 02:37:48;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'campaign': 'agreg-conv_ancien_li_b2c_mitula_x_achat_france_x_x_x_x_', 'source': 'mitula', 'medium': 'cpc', 'keyword': 'x', 'adcontent': 'x_', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1090x760', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '1536x864', 'devicecategory': 'desktop'};{'cityid': '9275741', 'latitude': '0', 'longitude': '0'};{'index': '30', 'value': 'prod'};5.151686249531048e+18;1199470425.1636827158;metasearch;Not Socially Engaged;1
72;1639881845;2021-12-19 02:44:05;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '2'};{'campaign': '63760413_20211219', 'source': 'email_ali', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '410x780', 'operatingsystemversion': '10', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '412x915', 'devicecategory': 'mobile'};{'cityid': '9049478', 'latitude': '43', 'longitude': '6'};{'index': '31', 'value': 'web'};8.279825452185363e+18;1927797089.1606361808;email;Not Socially Engaged;1
1;1639879595;2021-12-19 02:06:35;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'source': 'seloger', 'medium': 'referral', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '410x720', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '414x896', 'devicecategory': 'mobile'};{'cityid': '1006410', 'latitude': '45', 'longitude': '4'};{'index': '31', 'value': 'web'};1.0033772175157216e+18;233616963.1639879596;portal sites;Not Socially Engaged;1
1;1639880920;2021-12-19 02:28:40;2021-12-19;{'visits': '1', 'hits': '1', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '4'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '12', 'browsersize': '320x450', 'operatingsystem': 'i', 'operatingsystemversion': '12', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '320x568', 'devicecategory': 'mobile'};{'cityid': '1005998', 'latitude': '48', 'longitude': '2'};{'index': '26', 'value': '0'};9.135219350867712e+18;2126959001.1639880916;direct;Not Socially Engaged;1
1;1639881453;2021-12-19 02:37:33;2021-12-19;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '4'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '94', 'browsersize': '320x550', 'operatingsystemversion': '6', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'en-us', 'screencolors': '24-bit', 'screenresolution': '320x550', 'devicecategory': 'mobile'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '22', 'value': '0'};4.3992195928664704e+18;1024273129.1639881454;direct;Not Socially Engaged;1
